,symbol,ID,GrupID,PF14,PF19,PF23,PF39,PF46,PF15,PF32,PF33,PF43,PF47
222257_s_at,ACE2,222257_s_at,2,10.951469438714,6.36725225580739,7.2859501513192,12.6990939430372,7.75698027129885,6.30534450290788,6.36054138139496,6.25907683628234,6.33603781360629,6.38287618166633
219962_at,ACE2,219962_at,2,10.1198930102742,4.64340306965904,5.67154446247655,11.8285062386581,5.63664136241379,4.54005218970292,4.476228090158,4.50732245027103,4.60926308738806,4.67642774444759
205307_s_at,KMO,205307_s_at,2,10.0853016014059,6.72273510069232,8.19215433284566,9.40146135241056,8.38629889773099,6.44607332127992,6.44118089634011,6.32968345249438,6.54485899108709,6.84478364463839
207469_s_at,PIR,207469_s_at,2,7.74971966960085,5.9356618944731,7.12254883357158,6.89310997329888,5.57544555540087,5.67646511858937,5.25502709193211,5.18797516383433,5.41631565554471,5.58692935379094
206561_s_at,AKR1B10,206561_s_at,2,10.2828355557265,6.40170320683181,8.41005122118832,8.43372882766809,7.03317304412196,7.02843875062956,6.60910923726748,6.30991068771429,6.17531233167215,6.35252970659045
202338_at,TK1,202338_at,2,10.8256726448077,9.05937985228929,9.2133936845571,9.50092579414205,9.38109407469862,8.61139480657217,7.89748576643957,8.36736412144755,8.47905965522756,9.00764602164646
217562_at,BRINP3,217562_at,2,9.57357624482874,5.3072784002246,7.4748829815751,6.77723647541448,7.39994461434631,4.52325045415123,4.50820207936788,4.91931972081211,6.48327766430575,4.54736093780608
221942_s_at,GUCY1A3,221942_s_at,2,10.3907195627386,10.4999833563875,10.6242409284895,10.5535026220592,10.0890933405765,9.40914482681007,9.32670286592263,10.0543046909778,9.27940837618521,9.06844308730025
213508_at,SPTSSA,213508_at,2,10.7862342551896,9.71059396184638,11.4263663653965,10.9583509774919,9.892662691338,8.9383466977043,9.29288056713171,10.2529480122374,8.94759980923257,9.22356906683809
205498_at,GHR,205498_at,2,10.1021428733261,9.12087904565561,8.74929081556598,10.665250670928,9.58213777028779,6.57825582145739,7.17366981033763,8.72470573068276,7.44486890345063,7.68374355576086
205221_at,HGD,205221_at,2,8.78385701492566,7.50903586411912,7.44916926616513,7.58177619314027,7.52201498881031,5.9011508571521,6.66539208560169,7.32411953290091,6.34836777682722,6.60092456097019
209016_s_at,KRT7,209016_s_at,2,11.129697608979,10.8191331629016,11.2822800919731,11.4656763943628,10.3502751661558,6.16395152737195,9.39963548680429,9.78502389168616,9.85987871393526,8.9334762437012
203814_s_at,NQO2,203814_s_at,2,10.2597033461418,9.80330111685328,10.1626299037249,11.1857954732403,8.77596771423537,7.79485954289549,9.54230741094396,9.4591598108613,8.68774175551231,8.97957012998489
207102_at,AKR1D1,207102_at,2,5.13487860551204,4.69098391306153,5.19306351917785,8.95596980482282,7.19229703412113,4.51251865189358,4.5436486752075,4.56903987400777,4.66590906305603,4.52609710211404
206945_at,LCT,206945_at,2,7.86625764464789,7.34691870388482,7.33860731769444,9.49756262763465,8.83185772986719,7.15447917625229,7.16236680253703,6.80995232524965,7.35513085060961,7.1706676479636
205311_at,DDC,205311_at,2,6.91665480673802,6.89269312100584,8.02225251650926,10.6276642472152,8.62164623607809,6.87007891199687,6.67061171943377,6.65141258746645,6.5596450573266,6.67752951855991
211416_x_at,GGTLC1,211416_x_at,2,9.11181028165883,8.12140774230336,8.62560756438787,11.0204845507445,10.982729088044,7.83131393987208,7.57941313217647,7.71881824885209,7.60249533644158,8.66485353611191
218440_at,MCCC1,218440_at,2,9.24405773543508,9.45800636749428,9.16716425288592,10.6162118798496,10.5374156789618,8.87142333709785,8.45013364566963,8.50077933566388,8.68612878502304,8.26250724467765
206714_at,ALOX15B,206714_at,2,10.1560207218145,9.40126546654964,7.39900833795246,12.5498797899166,10.3028854859061,7.68046953746801,7.80629108646228,7.43620865575827,7.43670345269119,8.471486519013
211056_s_at,SRD5A1,211056_s_at,2,9.72711521759633,9.05552647479763,8.97152856581197,10.3479684691394,11.1188117889097,8.51088963102065,8.33624708984735,8.94738525235148,8.62664933544457,9.10875517774056
210959_s_at,SRD5A1,210959_s_at,2,7.76217125844466,6.75608613156326,6.82046449056659,7.87208191106802,8.41032534210963,6.21387897431744,6.19180256428962,6.81371320821808,6.45666735389954,6.49546065994991
204675_at,SRD5A1,204675_at,2,10.4536076809781,9.33137476985945,9.46117614787812,10.9153476250772,11.6664766461761,7.78969799044164,8.30977940872061,9.48369287173185,9.19224536641193,9.36312219828414
202780_at,OXCT1,202780_at,2,9.03877464928404,9.11162146674551,8.62451756118819,9.96552790193914,10.6408515282786,7.74060036310989,8.03219186706942,9.34500600093543,8.52556869695112,8.31031551922839
209366_x_at,CYB5A,209366_x_at,2,12.9061466476199,12.0076432402286,12.0331876434612,12.578765273804,12.3882383326185,11.3033793887619,11.2892413897584,10.9782533515516,11.1241174617892,11.2937440933674
207843_x_at,CYB5A,207843_x_at,2,12.1456337555672,11.3698729561248,11.5042355514734,11.8865604797869,11.8428028034927,10.7118957989635,10.7162243295365,10.3721802721799,10.6476855624757,10.8035005415635
215726_s_at,CYB5A,215726_s_at,2,11.8529484635388,11.0655851373622,11.1689064163369,11.5372079876624,11.8679153536765,10.409045118451,10.3197413961961,9.85025384086897,10.409045118451,10.3437094913876
203060_s_at,PAPSS2,203060_s_at,2,11.9007124334493,11.1238201007294,10.8618520121479,11.2794780460378,12.0087417812018,7.80699534756015,8.45633064713862,8.2963152357006,8.21562021925563,9.45066792678923
203058_s_at,PAPSS2,203058_s_at,2,11.2053436617152,10.7398238295711,10.1674548103601,10.5055555304091,12.0352885784341,7.56157908718358,7.86497639137414,7.58187391884989,7.73928257606174,9.24626724624814
206827_s_at,TRPV6,206827_s_at,2,8.84225880046269,8.30563314553657,8.02410100906379,8.69874173694248,9.7105380774562,7.22894184290573,7.09178634791808,6.84985971288278,7.13106642286828,7.24029340178066
203059_s_at,PAPSS2,203059_s_at,2,9.7287805030005,8.64982569255909,7.90760560205185,9.18977788508511,10.3008518801371,7.44422768130395,7.10390589562399,7.23236825345063,7.48918592146095,7.98462418149455
204973_at,GJB1,204973_at,2,9.41810709489933,8.48747091496449,7.73141600055892,9.01042752239166,10.3398507935395,7.78570723775403,7.86489697906954,7.67393268755975,7.84712505235246,8.4202847386392
207275_s_at,ACSL1,207275_s_at,2,10.4927926997469,9.35417817308008,9.12907673232015,10.7078257475868,10.5563314811309,8.07797303742128,8.36087848790256,7.92967645344563,8.26657693739487,9.97953440480252
201963_at,ACSL1,201963_at,2,11.5508648224008,10.6173229390844,10.1040634987825,10.9050820763955,10.9327112112799,8.54502806985607,9.44880050329315,8.57988518098812,9.32362653325984,10.9231382776705
201952_at,ALCAM,201952_at,2,12.7561423621919,11.9084814276972,13.5153098001132,13.2987588702116,13.2580890869746,10.7848262464273,10.9353699973577,12.3470663991867,11.5803760655522,11.174411532211
201951_at,ALCAM,201951_at,2,9.7380821971991,8.42600990651525,11.5535781177754,10.4487396660818,10.6122471915343,7.73364121276946,7.69560119422031,9.46906653240113,8.61070387428565,8.39498070315458
203824_at,TSPAN8,203824_at,2,8.38807507314907,5.66480337188892,10.6947619558566,8.23891627485411,11.1983655173482,4.99681548039118,5.25395000051837,8.327268366888,5.06662130972329,5.00582883280165
212325_at,LIMCH1,212325_at,2,8.02729707826944,7.16315641878573,8.339208939187,7.68920844878255,8.81841401918455,5.5776289587379,6.34421264029524,7.03418368184061,7.45920965015532,6.72028915675208
211621_at,AR,211621_at,2,8.5820323857864,8.00683879459617,8.46107199942806,8.22010819988834,9.01660600912959,6.64135586960476,7.35056547088192,7.76117138541944,6.90189664426651,7.39039839880179
211110_s_at,AR,211110_s_at,2,9.07062469866796,8.71437648439849,8.73313074486531,8.97146895604864,10.0900569322745,6.94597556908515,7.1721107446402,8.42945157553033,7.33073834859957,7.60167672120723
211682_x_at,UGT2B28,211682_x_at,2,11.6181635026568,10.779730574723,11.644801789306,9.18644212374612,12.6244643724139,6.97420701288651,6.75367743929723,9.16245640631447,7.1334208504068,8.47559374897866
214451_at,TFAP2B,214451_at,2,10.1769196442276,10.0603908239576,11.2011400821682,10.8888253205744,10.4037513519829,5.00100973726427,5.77997923430927,7.18955369358616,7.32790585441884,9.05713685811811
206509_at,PIP,206509_at,2,13.1254435893546,11.8970519588234,12.9210306693752,13.3458625580317,13.6471430203772,8.74149185221232,8.47803072637401,11.3072829759039,9.10903151572272,13.198543660079
205197_s_at,ATP7A,205197_s_at,2,8.22266216247804,7.77084768595945,8.72056025760402,9.06619343949301,9.12238321457932,7.27196907663507,7.12937180852943,7.65716786597686,7.42766654390429,7.84528926245279
200862_at,DHCR24,200862_at,2,11.8836610122408,11.2096043319639,12.5906645403351,12.4587090012575,12.5169490442019,10.3154958736995,10.277728988973,10.9357558199639,10.0715511349881,11.4819373545923
210830_s_at,PON2,210830_s_at,2,10.2479980767708,9.99515582194594,10.5177521630283,11.158205581886,10.5033118125987,9.10285912489098,8.82049495284062,9.60632494166523,8.81660367617896,9.35676950566184
210319_x_at,MSX2,210319_x_at,2,7.51937079014977,5.52301938480434,7.19037806325135,7.00619849802463,8.3070411520892,5.62420678748037,5.46736062992266,5.95138411286653,5.7005710612931,6.65073241753846
205555_s_at,MSX2,205555_s_at,2,8.15442876860044,6.45014557007495,7.49003862778408,7.65491819451118,8.15000461865758,6.59225264028496,5.78918051295695,6.48365448721214,6.14609257044406,7.09257425313132
209306_s_at,SWAP70,209306_s_at,2,10.1097532431401,7.95009469969136,10.0149558559285,8.88993469914675,10.5336090242555,8.08175730555511,7.5620247091955,8.40369766101023,8.35912800552356,8.12238449162638
207981_s_at,ESRRG,207981_s_at,2,9.20860087041586,6.0232552492642,7.91262656465653,5.93431442683335,9.42017930012815,5.05739802706831,6.01073279282805,6.48139588526488,5.6316048427775,6.39646659856142
217284_x_at,SERHL2,217284_x_at,2,11.7265729986124,9.74072008740223,11.4360349744468,12.8188123758691,12.6865057095916,8.08820228020747,8.53408512519031,7.97277908936281,9.36240823474953,7.79042345899744
217276_x_at,SERHL2,217276_x_at,2,11.3022782520634,9.4673703451922,11.0152445733994,12.5666080402946,12.304879486164,7.86946890128746,8.11123552629395,7.63497723012713,8.99368706247787,7.41773978448274
202741_at,PRKACB,202741_at,2,11.3893188595476,10.3121505816002,11.2197790041841,12.0069488135372,12.3996933209049,10.012534691728,10.7688134725051,10.2174124803109,10.1364465553542,9.51617049193541
205567_at,CHST1,205567_at,2,8.67243669965602,6.97736397232695,7.11192605760671,10.0265847550697,9.6500071993245,7.28687064479642,6.37489233431804,6.51300063735529,6.79186599377392,6.51635471220615
203021_at,SLPI,203021_at,2,12.0408988489575,8.95341738367002,9.43269233236875,13.0745719799085,12.3127368645919,8.76966390635161,9.53181818708534,9.08696924560971,8.842719226774,8.16529687870683
211070_x_at,DBI,211070_x_at,2,12.6365506984811,10.9414768529037,12.0917694507771,13.0065518243977,12.7850890602333,11.4451661234988,11.1514682397585,11.5788962057388,10.4546761129437,10.2187881191537
209389_x_at,DBI,209389_x_at,2,12.6045811177132,11.0200498091692,12.2077131180844,12.9210510238192,12.8845124250437,11.3817441470374,11.0506030113622,11.6580987128573,10.5598118835802,10.4087105360918
220030_at,STYK1,220030_at,2,7.07793706895654,4.37800017382085,6.56162167814364,8.16396849926398,7.80582834977644,4.76476094119274,4.77884875722468,4.97048102044733,4.44944409783412,4.84364005448969
214765_s_at,NAAA,214765_s_at,2,8.43487664987969,7.60394194135525,8.468803407657,9.46839558442661,8.90130630123988,7.38509726245773,7.3274359930301,7.31497635310363,7.14895197583323,7.36534491477187
219104_at,RNF141,219104_at,2,9.10554503918573,7.66033463161524,9.24489604092435,9.66587893132753,8.99381362889646,7.96873345602605,7.51931184553712,7.38444796613667,7.76208884788443,7.70877028714727
200632_s_at,NDRG1,200632_s_at,2,11.4645478146186,9.83195280861685,11.6339700579422,12.121633723718,11.571397444301,10.0746841956957,9.67487451696825,9.44078024671177,8.9445666478575,10.6694319853649
205030_at,FABP7,205030_at,2,12.2416304200431,6.67521389050442,13.4113901462423,13.4092399517269,13.497180115018,5.80565099504101,8.14316798454261,6.30680472767729,6.63096810272567,6.36128924216051
205029_s_at,FABP7,205029_s_at,2,10.2596889213157,4.83899286140824,12.1836831260126,12.4727914619434,12.3660637244384,4.36299300208562,5.16514224988581,4.59086150150807,4.47625461168378,4.62270546601442
210663_s_at,KYNU,210663_s_at,2,9.67614545621606,7.2927446888296,11.0659674500434,10.8973447512692,11.1066355578857,8.02279176414024,7.60168053517786,7.99195383563085,7.51898364779212,7.83047305394239
204385_at,KYNU,204385_at,2,10.459500937282,8.80403054107893,11.4352990587551,10.9015526063972,11.3906434173744,9.00625348297022,8.85442518549292,9.11822937528136,8.67990478848038,9.11795618952
218800_at,SRD5A3,218800_at,2,5.88358057194688,4.74245114762309,6.19191745051126,5.78752279819485,6.93508294612804,4.62921675023567,4.69363354862714,4.87776568873439,4.87776568873439,4.65924527583464
213624_at,SMPDL3A,213624_at,2,8.81468551758327,7.3870629818736,9.98084646936553,9.08044191013439,10.3800866866837,7.44101616649761,7.74429488339437,7.65646763878889,7.11607419166348,7.151802022357
217388_s_at,KYNU,217388_s_at,2,10.8713764805197,6.8818936345173,11.5891973491457,11.0467630523375,11.1566545317606,8.5817188672907,7.51989527014512,8.41231899469083,6.50819436438871,8.04989497105159
212543_at,AIM1,212543_at,2,10.2427758492498,8.38979426104827,10.6925449231436,10.1674541201649,10.3113072097665,8.67318710230568,8.92735396620946,8.95400445291187,7.96054539836696,8.88462545289744
211138_s_at,KMO,211138_s_at,2,11.7546589090864,9.2877909606473,11.7288435741768,10.9318397404642,11.6317339339405,8.8792695085145,7.45808126208642,7.7344235254608,8.46290543657893,8.90863039047042
205306_x_at,KMO,205306_x_at,2,11.3985730752854,9.14164032186913,11.3942701314159,10.6132928693577,11.4260960980639,8.62969919629287,7.42436393663743,7.40996620408714,8.2825677049975,8.7461752071906
209799_at,PRKAA1,209799_at,2,7.10581062551621,6.15931672573976,8.04551425497904,7.17387554474219,7.80158259216418,5.47339228246946,5.35115104501643,5.22550331739492,5.40845224564712,5.44842794034288
211708_s_at,SCD,211708_s_at,2,8.61404984539108,7.48533109147407,9.30947038961376,8.33402433654413,9.37391071171334,8.13895920130513,7.19541235302323,7.3984961350468,7.23116525180169,7.27801417537403
202742_s_at,PRKACB,202742_s_at,2,8.16667256285203,7.06258584281282,8.69326328818043,9.05970688186655,9.78556773508063,6.6579237819644,7.35603545591168,6.78953374873232,6.98593637689734,6.73170614924026
201983_s_at,EGFR,201983_s_at,2,7.11953238696699,6.54539353836714,7.83891904397493,7.93627376886515,9.31584555002954,6.33319318747701,7.04337686755981,6.40146484842271,6.57172328495808,6.51832759555593
204388_s_at,MAOA,204388_s_at,2,7.34900215672298,6.55980741694213,8.13619949719466,9.62084612813123,10.6287621233397,6.58997978898152,6.72529304270958,6.96281537031133,6.66253671256234,6.46896211341606
204573_at,CROT,204573_at,2,9.5801076763311,8.66321123785401,10.3659303809319,10.8081955804367,10.7924444282125,8.59385082475513,9.36693091879154,9.09046596752836,8.76397202158049,9.04910626049454
203180_at,ALDH1A3,203180_at,2,8.32089760249675,8.6809737176909,9.66226783671384,9.50578212710489,10.0799779580869,7.40543110329667,8.2511222510906,8.08971617564323,8.26378980738084,7.74592851600328
214598_at,CLDN8,214598_at,2,8.98400621167653,6.86336370636617,10.1275443511555,11.2156429348944,10.3222068621129,5.70954247564668,8.2802405461564,5.48878617974582,5.93156059863464,5.79063417242963
204347_at,AK4,204347_at,2,7.70618577249867,7.32384639426213,8.85220519921608,9.39720191862297,9.33963432851987,6.72380516693433,8.31703783790797,6.51752169487797,7.14317160265413,7.3289378569195
215465_at,ABCA12,215465_at,2,6.19260221244027,5.19347783092324,8.37316131889422,8.00839159673244,8.01875986051935,5.80767074203346,6.65715654741486,4.89623623054085,4.90714813093422,5.33911639827543
221583_s_at,KCNMA1,221583_s_at,2,8.10824210965096,8.31922023700359,9.11055975229898,10.1654464027592,10.41332191646,7.03484508743285,6.97370172141757,7.25046754376568,7.26749783419363,9.8623423449513
205073_at,CYP2J2,205073_at,2,8.23685079483499,9.02025468281763,9.42935978908612,9.90611629316465,10.7993577620887,8.02657211152948,7.48259959689275,7.62878943665317,7.62498985012844,9.21297254928229
220615_s_at,FAR2,220615_s_at,2,8.82177649207297,8.56608984535407,10.3807595235985,10.1446504830242,10.8344482206949,9.04972418673047,7.94081874448611,7.30757426800196,7.29482031288043,9.71841706743871
214875_x_at,APLP2,214875_x_at,2,10.0988529934804,10.4314156144139,11.5693421674747,11.8607723781456,10.4588318301143,9.97936742264347,9.49828083128887,9.35354092593604,9.08923653593288,10.82290372122
208702_x_at,APLP2,208702_x_at,2,10.6916647956207,10.9821857507822,12.207283596468,12.460066672198,11.0319842080143,10.4752601994601,9.86669987647191,9.867921864679,9.44514519338199,11.3400459519324
211404_s_at,APLP2,211404_s_at,2,10.2019656097776,10.5797402919587,11.4327276885376,11.6974739351622,10.2636113940313,9.98679700267507,9.18436740262668,9.5205874838958,8.96283639334303,10.6810973708426
209616_s_at,CES1,209616_s_at,2,8.57146274224821,8.40332021311936,10.6883851357006,8.70284178516949,10.0744185443397,7.84634847856141,7.3413105323934,7.1758815005711,7.40515472855633,8.1865479686734
203837_at,MAP3K5,203837_at,2,9.11811436233196,8.86496907532343,9.96403641354488,9.17231119779482,9.50873030965615,8.25145311882104,8.69688332900538,8.27381710813594,7.99940771939878,8.39975403788441
217889_s_at,CYBRD1,217889_s_at,2,8.23157709178236,8.45767303918047,10.1240480833686,8.23297952342059,8.92550709672494,7.26174004057449,7.22170677939833,8.10181134608022,7.97294202022056,8.02372896014093
206166_s_at,CLCA2,206166_s_at,2,10.8509795870902,9.81887678519595,12.3305653612922,7.11976285228846,11.1103292175916,5.93906730229875,6.9633196579251,6.31731765549226,5.91158143524886,6.17761619558796
206164_at,CLCA2,206164_at,2,9.50671999263863,9.09252118178259,10.8933090260842,7.29741423269703,10.0235281201373,5.66205184680752,7.23930730093389,6.20249567430713,5.43531163833173,5.90813928996386
217528_at,CLCA2,217528_at,2,10.5339461053776,10.0360217827228,11.3255778529753,8.05348155382427,10.6187098170695,4.94593904831678,7.84772272830108,6.14816323744438,4.52136200999901,4.95828057191063
206165_s_at,CLCA2,206165_s_at,2,11.907238970755,10.9689668664997,12.4424070271013,9.60183876416373,11.924503489769,6.16836774840601,9.5079444359454,7.56649676852148,6.06217277224685,6.79658025316714
201701_s_at,PGRMC2,201701_s_at,2,10.2086579301098,10.2696584101258,10.3097840848881,9.37683785975932,10.4184308320212,9.01740430283883,9.07432026108686,9.15538365326616,9.24277722296942,8.83365034032898
210896_s_at,ASPH,210896_s_at,2,11.6319513451011,10.9849558767314,12.2676208396099,9.74316099993567,12.189962700484,8.53266344578101,10.6087092446849,9.80975466310188,9.90908409334016,9.93237152303748
219984_s_at,HRASLS,219984_s_at,2,6.14474355044385,6.76987528376613,6.79159042892493,5.86881702864873,6.20912940332426,5.70382174115573,5.17106042599842,5.45069533274421,5.05502808469658,5.23206101619564
219983_at,HRASLS,219983_at,2,7.13525669912762,8.16782211615126,8.01894497770052,6.94133807177302,7.83556271962434,6.42132495421959,5.87557797245957,6.2162578242888,5.64619633955034,5.48469166910653
200868_s_at,RNF114,200868_s_at,2,9.38174970953632,10.0818022550991,10.6269300155437,9.91746010317573,9.65360768827658,9.69046139252042,9.03718280781974,8.65158049971476,8.29998693486433,8.75007286576734
217356_s_at,PGK1,217356_s_at,2,10.7550261131889,10.1478381582746,11.2638028181168,10.4991171949678,10.0272855901608,9.81368053785558,8.85282767801983,9.35697746899006,9.40883802253091,9.79034956778078
203222_s_at,TLE1,203222_s_at,2,7.78790697320625,7.84820432339526,8.2182183604873,7.31269780666515,6.76762102445677,6.74266808386613,6.41113751212557,6.54425216804587,6.29616479911143,6.3875363589931
207076_s_at,ASS1,207076_s_at,2,10.9446565986793,11.3054825743079,11.4817116251819,9.96311385356332,10.5201780462004,10.1751687120349,10.4346068606058,8.49161457933106,9.62798429138733,8.22126331972927
212218_s_at,FASN,212218_s_at,2,10.2380207751572,10.5102200151332,10.3220095303907,10.4499572194527,11.7053256431483,10.148972564192,9.56958708420566,9.2855733983304,9.02689794866031,8.88124891067267
204942_s_at,ALDH3B2,204942_s_at,2,10.3712479093912,10.7271425795206,11.4537359684507,12.1759301992134,11.7070704290491,10.667720064886,8.84685916789139,9.35389819216995,8.35075819485838,8.47844454693478
214079_at,DHRS2,214079_at,2,10.6325616511419,11.5801872085761,12.5036753567783,12.393889589719,10.9756765310421,11.2063419204341,10.4436806193178,10.6828929303722,5.87232368003725,5.94438718317681
206463_s_at,DHRS2,206463_s_at,2,9.6646255626731,11.0668402452479,12.5735723845891,12.33825759279,10.3082412280222,10.5694885397843,9.19573618442078,9.81916983125162,7.71744056824061,7.66773055899609
221865_at,TMEM268,221865_at,2,8.48856237513532,7.99280325694343,9.20631610067234,9.57189848966034,8.71428847055216,7.80279567745185,7.85131795597731,8.29927692988377,7.61820769953177,6.53221210245748
219736_at,TRIM36,219736_at,2,7.82776554795315,7.55344498955635,8.85205180578773,9.24121639539847,8.46018762276435,7.22409501329637,6.91924512823438,6.91924512823438,6.6885579049893,6.10284568361096
205258_at,INHBB,205258_at,2,9.74642136113571,9.36274806152219,10.3247295888418,10.2876397916316,9.27942433421935,8.73948011685287,8.4524019551216,8.28662005367641,9.08818388998703,7.02329788692092
202942_at,ETFB,202942_at,2,10.6130994484399,10.5926839113895,11.1535317480333,11.6834313879186,11.2043529728555,9.37484707120976,9.14340730399385,9.94202267234806,10.1836680173377,9.16198039161276
218092_s_at,AGFG1,218092_s_at,2,9.29218785410374,8.4879288002131,10.18286281419,9.18205798328025,9.13512703089021,8.96320359597346,8.2522441066346,8.28927097481409,8.16837746302707,7.59984043543029
213341_at,FEM1C,213341_at,2,8.78054723245609,10.7967563525328,9.11244972350418,9.42864081888575,8.71184381910519,7.68535241418247,7.93980797082068,9.19400554749437,7.98760075082333,7.46490405466256
204669_s_at,RNF24,204669_s_at,2,9.46765478827914,10.4573891175283,9.73533308877568,9.57871245446434,9.16265263019046,8.58308476784597,8.57572145683042,8.75445328625334,8.76549427571189,8.61191852714048
210445_at,FABP6,210445_at,2,7.44189835967659,8.15529561131071,6.4994615021644,7.47989158264205,6.93217616619898,6.38024797195689,5.98118882851631,6.28440561870748,6.14102396328261,6.44818171737902
216222_s_at,MYO10,216222_s_at,2,7.73626670577361,9.3206517453043,7.81290358513891,8.07752307292145,8.95598832930489,7.24274976808551,6.84128251905592,7.28445850043619,6.6551070732632,7.71740534788939
201976_s_at,MYO10,201976_s_at,2,10.1266438774036,10.9970917538954,10.4171836880818,9.82043159881573,10.9427367466137,9.01646708853892,8.7951767760493,9.33847056856496,7.83641486010213,9.56338995133174
201095_at,DAP,201095_at,2,10.3125603772521,11.3874826478453,9.93587327033721,10.8179359406276,11.599287628761,9.34764534818887,8.64214164573708,9.97211438261954,9.17823522997448,9.26738963718075
213217_at,ADCY2,213217_at,2,9.24781217845222,9.89669313341251,7.23242696502936,6.93341570112197,9.09268855471317,7.08563030363354,6.91694742825602,7.2592006870887,7.22392992955197,7.22208862474207
203632_s_at,GPRC5B,203632_s_at,2,8.66336925211771,9.79475601279246,10.77807614562,9.37795627081705,9.18734558211483,7.16456834897284,9.53573846738472,7.56669632279999,8.81815833970416,8.61592774784632
211953_s_at,IPO5,211953_s_at,1,7.34424294395628,7.07909986643887,8.20430740783884,6.39070998121131,6.99816277402159,8.05538022504619,7.96369805476704,8.43881288507293,8.6867128510508,8.88249529700953
203476_at,TPBG,203476_at,1,10.6485843714892,9.93328611899892,11.3260028462529,9.59978535876787,10.0345617666467,11.0154359288193,10.9848722573791,11.6921239911156,11.0939659551479,11.9098981880104
212287_at,SUZ12,212287_at,1,8.95240230765394,8.35409612416216,9.34889832735939,8.58889215877342,8.61372745796933,9.57977028027792,9.69364883592074,9.73033526141894,9.67122505079089,11.0683149716752
